year,Week,Day,Date,,,OT,,Opp,Score Tm,Score Opp,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds,Passing Y/A,Passing NY/A,Passing Cmp%,Passing Rate,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Scoring FGM,Scoring FGA,Scoring XPM,Scoring XPA,Punting Pnt,Punting Yds,Downs 3DConv,Downs 3DAtt,Downs 4DConv,Downs 4DAtt,ToP
1998,1,Sun,September 6,boxscore,W,,,Arizona Cardinals,38,10,14,33,160,0,0,2,6,5.0,4.6,42.4,57.6,17,45,2.6,1,1,1,1,1,8,294,0,10,0,1,22:35
1998,2,Sun,September 13,boxscore,L,,@,Denver Broncos,23,42,17,23,306,2,0,0,0,13.3,13.3,73.9,144.7,31,209,6.7,4,0,0,6,6,2,192,6,10,0,1,27:47
1998,3,Mon,September 21,boxscore,W,,@,New York Giants,31,7,26,53,196,1,3,4,35,4.4,3.4,49.1,41.1,18,56,3.1,0,0,0,1,1,10,440,4,18,0,2,30:11
1998,4,Sun,September 27,boxscore,L,,,Oakland Raiders,12,13,12,20,159,1,0,2,12,8.6,7.2,60.0,101.9,37,129,3.5,0,2,3,1,1,5,115,5,14,0,1,30:45
1998,5,Sun,October 4,boxscore,W,,@,Washington Redskins,31,10,13,29,164,1,1,4,29,6.7,5.0,44.8,60.1,22,92,4.2,0,1,1,1,1,7,216,4,13,0,0,24:24
1998,6,Sun,October 11,boxscore,W,,,Carolina Panthers,27,20,22,32,267,3,1,4,19,8.9,7.4,68.8,112.4,21,37,1.8,0,0,0,2,3,4,67,5,12,1,1,28:17
1998,7,Sun,October 18,boxscore,L,,@,Chicago Bears,12,13,18,30,220,1,1,3,13,7.8,6.7,60.0,79.9,31,79,2.5,0,2,2,1,1,6,144,5,14,0,0,32:07
1998,9,Mon,November 2,boxscore,W,,@,Philadelphia Eagles,34,0,13,42,104,0,2,3,20,3.0,2.3,31.0,20.5,18,96,5.3,0,0,0,0,0,8,256,4,15,0,3,24:20
1998,10,Sun,November 8,boxscore,W,,,New York Giants,16,6,12,24,127,0,0,3,12,5.8,4.7,50.0,65.8,28,159,5.7,0,2,2,0,0,5,105,6,13,0,0,26:34
1998,11,Sun,November 15,boxscore,W,,@,Arizona Cardinals,35,28,31,56,448,3,1,3,17,8.3,7.6,55.4,92.0,21,32,1.5,1,0,1,4,4,2,188,8,15,1,2,30:04
1998,12,Sun,November 22,boxscore,W,,,Seattle Seahawks,30,22,15,28,183,2,1,2,18,7.2,6.1,53.6,82.9,17,66,3.9,0,0,0,2,2,4,70,1,8,1,2,21:34
1998,13,Thu,November 26,boxscore,L,,,Minnesota Vikings,36,46,17,35,353,4,1,1,6,10.3,9.8,48.6,110.8,19,118,6.2,2,1,1,5,5,4,61,2,8,0,0,21:57
1998,14,Sun,December 6,boxscore,L,,@,New Orleans Saints,3,22,16,28,215,2,1,2,24,8.5,7.2,57.1,90.6,36,113,3.1,0,2,2,2,2,3,46,8,15,1,2,34:13
1998,15,Sun,December 13,boxscore,L,,@,Kansas City Chiefs,17,20,19,41,200,0,0,0,0,4.9,4.9,46.3,61.0,38,183,4.8,2,2,2,2,2,5,110,8,18,0,1,37:20
1998,16,Sun,December 20,boxscore,W,,,Philadelphia Eagles,13,9,24,43,231,0,1,0,0,5.4,5.4,55.8,61.3,26,125,4.8,0,3,4,0,0,6,122,1,15,1,3,30:52
1998,17,Sun,December 27,boxscore,W,,,Washington Redskins,23,7,21,36,212,1,1,1,11,6.2,5.7,58.3,72.9,21,80,3.8,0,0,0,1,1,6,137,4,12,0,1,27:34
1998,18,Sat,January 2,boxscore,L,,,Arizona Cardinals,7,20,19,36,213,2,2,0,0,5.9,5.9,52.8,66.1,29,133,4.6,0,2,2,2,2,8,243,,,,,
1999,1,Sun,September 12,boxscore,W,OT,@,Washington Redskins,41,35,20,34,369,2,0,2,13,11.2,10.3,58.8,115.9,30,135,4.5,2,2,2,3,3,5,98,2,10,0,0,28:19
1999,2,Mon,September 20,boxscore,W,,,Atlanta Falcons,24,7,16,38,239,1,3,4,23,6.9,5.7,42.1,39.3,24,85,3.5,0,0,1,1,1,7,201,5,17,0,1,27:12
1999,4,Sun,October 3,boxscore,W,,,Arizona Cardinals,35,7,20,39,137,1,4,1,4,3.6,3.4,51.3,28.4,21,71,3.4,0,0,0,1,1,8,288,6,17,0,0,26:13
1999,5,Sun,October 10,boxscore,L,,@,Philadelphia Eagles,10,13,11,30,139,1,1,2,6,4.8,4.3,36.7,49.2,27,105,3.9,0,2,2,1,1,8,288,3,15,0,1,23:49
1999,6,Mon,October 18,boxscore,L,,@,New York Giants,10,13,15,21,153,0,0,5,30,8.7,5.9,71.4,92.0,30,75,2.5,0,2,2,1,1,8,230,5,14,0,0,28:41
1999,7,Sun,October 24,boxscore,W,,,Washington Redskins,38,20,23,35,211,2,0,1,7,6.2,5.9,65.7,101.0,16,61,3.8,0,2,2,2,2,6,137,4,12,0,0,25:28
1999,8,Sun,October 31,boxscore,L,,@,Indianapolis Colts,24,34,22,34,300,1,0,1,13,9.2,8.6,64.7,102.6,28,119,4.3,1,4,4,2,2,4,58,5,13,0,0,32:31
1999,9,Mon,November 8,boxscore,L,,@,Minnesota Vikings,17,27,17,30,190,3,1,4,28,7.3,5.6,56.7,95.1,32,118,3.7,0,2,3,3,3,6,162,5,15,0,0,32:28
1999,10,Sun,November 14,boxscore,W,,,Green Bay Packers,27,13,26,50,244,1,2,3,16,5.2,4.6,52.0,55.7,17,40,2.4,0,2,3,1,1,6,151,3,13,0,0,29:26
1999,11,Sun,November 21,boxscore,L,,@,Arizona Cardinals,9,13,13,29,105,1,2,2,10,4.0,3.4,44.8,37.3,30,102,3.4,0,2,2,1,1,5,105,5,15,1,2,26:57
1999,12,Thu,November 25,boxscore,W,,,Miami Dolphins,20,0,19,41,206,0,5,2,16,5.4,4.8,46.3,22.1,20,69,3.5,0,0,3,0,0,4,61,4,15,0,1,25:21
1999,13,Sun,December 5,boxscore,L,,@,New England Patriots,6,13,14,25,176,0,2,1,0,7.0,6.8,56.0,44.7,36,108,3.0,1,2,2,1,1,4,66,6,13,0,0,29:29
1999,14,Sun,December 12,boxscore,W,,,Philadelphia Eagles,20,10,15,29,143,1,1,3,14,5.4,4.5,51.7,62.9,24,95,4.0,0,1,1,1,1,8,275,4,13,0,0,25:55
1999,15,Sun,December 19,boxscore,L,,,New York Jets,21,22,20,35,229,2,1,0,0,6.5,6.5,57.1,84.1,35,126,3.6,0,3,4,1,1,4,77,5,14,0,1,30:41
1999,16,Fri,December 24,boxscore,L,,@,New Orleans Saints,24,31,16,28,249,2,1,3,29,9.9,8.0,57.1,95.7,29,61,2.1,1,1,1,4,4,5,105,3,10,0,0,29:33
1999,17,Sun,January 2,boxscore,W,,,New York Giants,26,18,30,47,308,1,1,1,8,6.7,6.4,63.8,80.8,18,72,4.0,1,1,1,1,1,5,90,6,15,3,3,30:02
1999,18,Sun,January 9,boxscore,L,,@,Minnesota Vikings,10,27,12,25,199,3,0,3,13,8.5,7.1,48.0,114.8,38,175,4.6,0,2,2,3,3,5,102,6,15,0,0,35:57
2000,1,Sun,September 3,boxscore,L,,,Philadelphia Eagles,14,41,16,29,119,1,3,1,11,4.5,4.0,55.2,37.1,46,306,6.7,3,2,2,5,5,2,176,7,12,0,0,39:30
2000,2,Sun,September 10,boxscore,L,,@,Arizona Cardinals,31,32,18,24,224,2,0,2,19,10.1,8.6,75.0,131.2,33,98,3.0,1,4,4,2,2,2,188,7,12,0,0,31:20
2000,3,Mon,September 18,boxscore,W,,@,Washington Redskins,27,21,30,49,224,1,1,3,17,4.9,4.3,61.2,70.5,29,107,3.7,2,0,0,3,3,7,196,4,15,4,4,35:06
2000,4,Sun,September 24,boxscore,L,,,San Francisco 49ers,24,41,16,27,178,4,0,0,0,6.6,6.6,59.3,118.5,47,261,5.6,1,2,2,5,5,1,52,11,15,0,0,37:13
2000,5,Sun,October 1,boxscore,W,OT,@,Carolina Panthers,16,13,17,29,153,0,0,1,8,5.6,5.1,58.6,72.9,29,119,4.1,1,2,2,1,1,3,36,6,14,2,4,27:49
2000,7,Sun,October 15,boxscore,L,,@,New York Giants,14,19,14,25,108,1,0,2,11,4.8,4.0,56.0,80.1,33,203,6.2,1,2,2,1,1,7,196,3,13,1,1,29:18
2000,8,Sun,October 22,boxscore,W,,,Arizona Cardinals,48,7,20,31,167,0,3,1,13,5.8,5.2,64.5,38.7,24,109,4.5,1,0,0,1,1,5,108,2,10,0,3,29:15
2000,9,Sun,October 29,boxscore,L,OT,,Jacksonville Jaguars,17,23,20,24,231,3,0,0,0,9.6,9.6,83.3,146.4,38,161,4.2,0,1,2,2,2,5,110,7,15,0,1,33:36
2000,10,Sun,November 5,boxscore,L,OT,@,Philadelphia Eagles,13,16,23,42,228,1,2,0,0,5.4,5.4,54.8,58.4,31,129,4.2,0,3,4,1,1,6,158,6,16,0,0,33:05
2000,11,Sun,November 12,boxscore,W,,,Cincinnati Bengals,23,6,10,25,56,0,1,3,12,2.7,2.0,40.0,31.2,32,139,4.3,0,2,2,0,0,3,33,5,15,1,3,24:35
2000,12,Sun,November 19,boxscore,L,,@,Baltimore Ravens,0,27,18,24,229,2,2,2,13,10.1,8.8,75.0,97.4,44,250,5.7,1,2,3,3,3,3,34,7,13,0,0,38:22
2000,13,Thu,November 23,boxscore,L,,,Minnesota Vikings,15,27,15,22,192,2,0,2,13,9.3,8.0,68.2,125.6,27,168,6.2,1,2,2,3,3,4,72,5,11,0,0,28:09
2000,14,Sun,December 3,boxscore,L,,@,Tampa Bay Buccaneers,7,27,9,15,51,0,0,2,14,4.3,3.0,60.0,66.2,36,250,6.9,2,2,2,3,3,5,100,4,11,0,0,29:43
2000,15,Sun,December 10,boxscore,W,,,Washington Redskins,32,13,19,33,191,1,1,5,44,7.1,5.0,57.6,71.7,22,79,3.6,1,0,0,1,1,6,151,2,10,0,2,29:00
2000,16,Sun,December 17,boxscore,L,,,New York Giants,13,17,12,26,126,1,1,1,14,5.4,4.7,46.2,57.5,31,99,3.2,1,1,3,2,2,6,115,4,14,0,0,28:36
2000,17,Mon,December 25,boxscore,L,,@,Tennessee Titans,0,31,20,33,216,1,2,0,0,6.5,6.5,60.6,64.7,36,158,4.4,1,1,1,4,4,5,92,4,12,0,0,34:34
