STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,QGAG,Measurement Flag,Quality Flag,Units,QPCP,Measurement Flag,Quality Flag,Units
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970601 00:15,16.76, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970604 11:15,16.76, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970605 01:45,4.06,V, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970609 00:15,4.32, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970613 22:15,4.57, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970613 22:30,5.84, , ,HT,12.70, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970615 01:15,6.35, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970615 01:45,6.60, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 18:45,7.11, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 19:00,7.37, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 19:30,7.87, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 20:45,8.13, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 21:15,8.38, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 21:45,9.14, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 22:00,9.65, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 23:30,9.91, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 23:45,10.41, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 05:45,11.18, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 06:15,11.43, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 06:30,11.68, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 08:00,11.94, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 08:15,12.19, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 10:30,12.45, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 16:00,12.70, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970626 07:00,13.21, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970701 00:15,13.21, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970703 17:45,13.21, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970703 18:15,13.21,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970704 10:45,14.22, , ,HT,10.16, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 08:00,15.24, , ,HT,10.16, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 09:30,15.75, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 09:45,16.26, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 11:45,16.51, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 13:30,16.76, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 12:00,17.02, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 13:30,17.27, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 13:45,17.53, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 14:00,17.78, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 15:30,18.03, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 18:00,18.29, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970710 03:00,18.54, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970715 16:30,19.05, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970715 17:00,19.30, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970716 07:00,19.56, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970801 00:15,19.56, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970806 09:00,19.56, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970806 09:30,2.54,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970806 19:15,2.79, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 00:15,3.30, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 00:30,3.56, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 02:30,3.81, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 02:45,4.06, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 03:30,4.32, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 03:45,4.57, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 04:00,5.08, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 04:15,5.59, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 04:30,5.84, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 04:45,6.10, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 05:45,6.35, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 11:45,6.60, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 13:00,6.86, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 13:30,7.11, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 14:00,7.37, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 17:30,7.62, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 19:00,7.87, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 19:15,8.13, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970808 08:00,8.38, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970901 00:15,8.38, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970901 17:30,8.38, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970901 18:00,8.38,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970903 17:00,8.89, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970903 18:15,9.14, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970903 18:45,9.91, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970903 19:00,10.67, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970903 19:15,11.68, , ,HT,10.16, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970903 20:30,11.94, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971001 00:15,11.94, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971001 09:00,13.21, , ,HT,12.70, ,R,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971002 07:00,13.21, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971002 07:30,13.46,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971007 17:00,13.97, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971007 18:45,14.22, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971008 07:45,14.73, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971008 09:15,14.99, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971008 12:00,15.24, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971011 19:45,15.75, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971011 21:30,16.00, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 02:15,16.26, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 06:45,16.51, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 13:00,16.76, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 14:30,17.02, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 17:15,17.27, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 18:00,17.53, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 18:15,17.78, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 18:30,18.03, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 18:45,18.29, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 19:00,18.54, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 20:15,19.30, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971012 21:15,19.56, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 09:30,20.32, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 09:45,22.86, , ,HT,25.40, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 10:00,23.37, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 10:15,23.88, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 10:45,24.38, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 11:15,24.64, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 12:00,24.89, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 13:00,25.15, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 14:15,25.40, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971023 16:30,25.65, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19971024 00:30,25.91, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980301 00:15,25399.75,[, ,HT,25399.75,[, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980303 11:00,25399.75,], ,HT,25399.75,], ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980303 11:15,3.81, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980303 11:30,3.81, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980306 13:30,4.06, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980307 08:15,4.32, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980307 09:30,4.57, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980307 13:30,4.83, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980314 03:45,5.08, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980314 10:15,5.33, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980314 16:45,5.59, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980314 18:30,5.84, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980314 19:15,6.35, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980314 22:00,6.60, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 10:30,6.86, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 15:45,7.11, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 16:00,7.87, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 17:15,8.13, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 18:15,8.38, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 19:45,8.64, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 20:00,8.89, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 20:15,9.40, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 20:30,9.65, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 20:45,9.91, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 21:15,10.16, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 21:30,10.67, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 21:45,11.18, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 22:00,11.43, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980315 23:00,11.68, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980316 00:15,12.70, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980316 01:45,12.95, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980316 11:00,13.21, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980318 11:45,13.72, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980326 18:15,13.97, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980330 02:15,14.48, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980330 02:30,14.73, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980330 03:45,14.99, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980330 16:15,15.24, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980331 15:45,15.24, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980331 16:00,25399.75,[, ,HT,25399.75,[, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980401 00:15,25399.75,[, ,HT,25399.75,[, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980401 06:30,25399.75,], ,HT,25399.75,], ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980401 06:45,15.24,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980416 02:45,15.49, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980420 16:15,15.75, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980420 16:45,16.00, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980420 20:30,16.26, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980420 21:30,16.51, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980420 22:45,16.76, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980426 19:45,17.78, , ,HT,10.16, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980426 20:30,18.03, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980501 00:15,18.03, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980501 14:00,18.03, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980508 21:15,4.06,V, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980508 21:45,4.32, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980508 22:15,5.08, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980508 23:00,5.33, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980526 01:30,5.59, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980527 01:45,6.35, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980527 02:00,7.11, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980527 03:00,7.37, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980527 03:45,7.62, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980527 04:30,7.87, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980601 00:15,7.87, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980603 07:00,7.87, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980603 07:30,7.87,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980604 19:15,9.14, , ,HT,12.70, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980604 19:30,11.43, , ,HT,22.86, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980604 19:45,11.94, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980610 15:00,12.45, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980610 15:15,12.70, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980610 15:30,13.21, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980610 15:45,13.72, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980610 16:45,13.97, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980611 03:45,14.22, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980611 04:00,14.48, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980611 04:30,14.73, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980611 08:45,14.99, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980617 07:15,14.99, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980619 05:45,14.99, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980701 00:15,14.99, , ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980701 13:00,14.99, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980701 13:30,14.99,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980705 10:00,15.24, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980705 15:15,15.75, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980708 09:00,16.00, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980801 00:15,0.00,g, ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980805 09:00,-9999, , , ,25399.75,{, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980806 08:00,-9999, , , ,25399.75,}, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980811 12:00,16.00,N, ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980831 07:45,16.00, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19980831 08:00,25399.75,[, ,HT,25399.75,[, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990301 00:15,25399.75,[, ,HT,0.00,g, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990301 01:15,-9999, , , ,25399.75,[, ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990302 08:00,25399.75,], ,HT,25399.75,], ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990302 08:15,4.57, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990302 08:30,4.57, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990308 03:45,4.83, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990308 08:45,5.59, , ,HT,7.62, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990308 09:00,7.11, , ,HT,15.24, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990308 09:15,7.62, , ,HT,5.08, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990308 09:30,7.87, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990310 12:30,7.87, , ,HT,-9999, , , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990310 13:45,8.13, , ,HT,2.54, , ,HT
COOP:413691,GRAPEVINE DAM TX US,178.3,32.95056,-97.05528,19990311 07:30,8.38, , ,HT,2.54, , ,HT
