STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960612 22:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960613 01:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960613 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960613 20:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960614 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960615 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960616 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960617 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960617 22:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960619 17:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960626 17:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960630 04:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960630 08:00,25399.75,[, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960701 00:00,25399.75,], 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960701 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960709 22:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 08:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 09:00,17.78, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 10:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 11:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960712 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960714 05:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960714 06:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960714 07:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960714 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960714 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960714 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960716 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960716 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960724 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960727 01:00,15.24, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960731 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960801 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960812 00:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960816 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960817 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960817 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960817 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960822 17:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960822 18:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960825 15:00,17.78, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960827 10:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960827 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960828 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960829 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960829 20:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960831 13:00,48.26, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960831 14:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960831 15:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960831 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960831 17:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960831 18:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960901 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960901 08:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 01:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 02:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 04:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 05:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 06:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960915 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960918 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960918 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960919 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19960926 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961001 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 12:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 19:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961021 23:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961022 00:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961022 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961022 05:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 16:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 17:00,15.24, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 18:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 19:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 20:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 21:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 22:00,22.86, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961027 23:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961028 00:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961028 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961028 09:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961028 10:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961028 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961101 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961101 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961101 07:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961101 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961101 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961106 22:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961106 23:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961107 00:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961107 01:00,20.32, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961107 02:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961107 03:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961115 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961115 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961117 01:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961117 02:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 04:00,15.24, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 05:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 20:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961124 23:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961125 02:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 01:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 02:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 05:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 07:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961129 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961130 08:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961201 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961215 00:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961215 01:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19961216 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970101 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970108 05:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970108 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970108 19:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970115 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970201 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 08:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 09:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970206 15:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970207 06:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 07:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 09:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 12:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 15:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 16:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 18:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 20:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 21:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970212 23:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970213 00:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970213 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970215 15:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970219 16:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970219 17:00,22.86, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970219 18:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970219 19:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970219 20:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970220 14:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970220 16:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970225 07:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970225 23:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970226 06:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970227 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970301 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970301 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970302 16:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970302 22:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970303 15:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970303 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970308 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970312 12:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970312 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970312 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970325 04:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970325 05:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970325 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970325 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970325 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970401 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970403 22:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 01:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 09:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 10:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970404 19:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970405 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970411 07:00,17.78, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970411 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970411 10:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970421 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970421 10:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970421 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970422 04:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970422 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970425 12:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970425 13:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970425 14:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970425 15:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970425 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970425 18:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970426 10:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970428 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970429 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970501 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970502 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970508 22:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970508 23:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970509 01:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970509 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970509 04:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970509 05:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970515 10:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970519 18:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970519 21:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970519 23:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970520 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970524 03:00,12.70, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970524 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970530 04:00,17.78, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970530 05:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970530 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970530 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970601 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970609 01:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970613 23:00,15.24, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970615 02:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 19:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 20:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 21:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970616 22:00,15.24, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970617 00:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 06:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 07:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 08:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 09:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 11:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970622 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970626 07:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970701 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970704 11:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 08:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 10:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970705 14:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 14:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 16:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970706 18:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970710 03:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970715 17:00,7.62, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970716 07:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970801 01:00,0.00,g, 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970806 20:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 00:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 01:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 03:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 04:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 05:00,10.16, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 06:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 12:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 13:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 14:00,5.08, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 18:00,2.54, , 
COOP:413691,GRAPEVINE DAM TX US,178.3,32.96667,-97.05,19970807 19:00,2.54, , 
